base,0,0,96.6,3.7061179704994,14336,260.092
50,0,50,94.2,3.82601016222192,11776,239.245
80,0,80,93.5,3.76145282821748,8089.6,225.526
90,0,90,93.4,3.70084798405006,6860.8,175.312
95,0,95,94.2,3.67581554841568,6246.4,174.305
Quant,1,0,94.4,3.54406588718215,4096,137.962
