base,0,0,96.6,3.7061179704994,14336,113.572
50,0,50,94.2,3.82601016222192,11776,112.955
80,0,80,93.5,3.76145282821748,8089.6,98.885
90,0,90,93.4,3.70084798405006,6860.8,72.038
95,0,95,94.2,3.67581554841568,6246.4,68.956
Quant,1,0,94.4,3.54406588718215,4096,49.877
